Iteration	CPUTime	PhysTime	Travels	Value	AvValue	MinValue	MaxValue	Delta	Criteria	Progress	dGMaxMin	CriteriaType	CriteriaVarType	CriteriaPercentage
515	12	0	1.2875	246.413399	258.338907	246.413399	266.98403	20.5706309	10.705687	0	2025.21	0	0	3
520	13	0	1.3	245.858944	257.811034	245.858944	266.98403	21.1250862	10.7471217	0	2032.5	0	0	3
525	13	0	1.3125	245.297399	257.268868	245.297399	266.974576	21.6771767	10.7822986	0	2039.66	0	0	3
530	13	0	1.325	244.723399	256.712589	244.723399	266.920639	22.19724	10.8100771	0	2046.69	0	0	3
535	13	0	1.3375	244.144108	256.406041	244.144108	266.920639	22.7765308	10.8390163	0	2053.62	0	0	3
540	13	0	1.35	243.565797	255.562046	243.565797	266.645309	23.0795127	10.8503787	0	2060.44	0	0	3
545	13	0	1.3625	242.990304	254.970671	242.990304	266.425538	23.4352339	10.8537509	0	2067.17	0	0	3
550	13	0	1.375	242.4178	254.370478	242.4178	266.143302	23.7255018	10.8494315	0	2073.79	0	0	3
555	13	0	1.3875	241.846046	253.763046	241.846046	265.805609	23.9595632	10.8377618	0	2080.24	0	0	3
560	13	0	1.4	241.28068	253.458598	241.28068	265.805609	24.5249294	10.8294716	0	2087.05	0	0	3
565	14	0	1.4125	240.71272	252.532414	240.71272	264.969953	23.99408	10.8038444	0	2094.14	0	0	3
570	14	0	1.425	240.138418	251.911626	240.138418	264.481919	23.6020474	10.7722152	0	2101.02	0	0	3
575	14	0	1.4375	239.563211	251.288658	239.563211	263.950629	23.9429897	10.7351979	0	2107.16	0	0	3
580	14	0	1.45	238.989611	250.664633	238.989611	263.377172	22.950673	10.6933825	0	2112.91	0	0	3
585	14	0	1.4625	238.413788	250.365831	238.413788	263.377172	23.2494741	10.6561617	0	2118.51	0	0	3
590	14	0	1.475	237.842432	249.41749	237.842432	262.119119	22.457756	10.6059318	0	2124.2	0	0	3
595	14	0	1.4875	237.279787	248.796507	237.279787	261.445832	22.264346	10.5522224	0	2130.86	0	0	3
600	14	0	1.5	236.72194	248.17841	236.72194	260.747651	22.1031962	10.4954004	0	2137.39	0	0	3
605	15	0	1.5125	236.166728	247.563886	236.166728	260.031213	22.4677097	10.4358614	0	2143.79	0	0	3
610	15	0	1.525	235.614703	246.953474	235.614703	259.303517	21.8686538	10.3811292	0	2150.12	0	0	3
615	15	0	1.5375	235.069018	246.347611	235.069018	258.573086	21.79122	10.3170422	0	2156.22	0	0	3
620	15	0	1.55	234.530587	245.746549	234.530587	257.847779	21.7375733	10.2513329	0	2162.1	0	0	3
625	15	0	1.5625	233.999825	245.15035	233.999825	257.14045	21.7062065	10.1843363	0	2167.84	0	0	3
630	15	0	1.575	233.478654	244.558805	233.478654	256.454031	22.0440313	10.1162401	0	2173.49	0	0	3
635	15	0	1.5875	232.980263	243.971961	232.980263	255.774624	21.7087729	10.0526323	0	2179.01	0	0	3
640	15	0	1.6	232.503276	243.390177	232.503276	255.104024	21.7403345	9.98260751	0	2184.55	0	0	3
645	16	0	1.6125	232.034464	242.813438	232.034464	254.446579	21.7882967	9.91223752	0	2190.2	0	0	3
650	16	0	1.625	231.548438	242.240985	231.548438	253.792879	21.8499621	9.84202066	0	2195.73	0	0	3
655	16	0	1.6375	231.027464	241.671849	231.027464	253.13784	22.1103759	9.77241047	0	2201.21	0	0	3
660	16	0	1.65	230.465914	241.105051	230.465914	252.483216	22.006672	9.70709744	0	2206.66	0	0	3
665	16	0	1.6625	229.856961	240.539395	229.856961	251.830162	21.9732011	9.63970395	0	2212.13	0	0	3
670	16	0	1.675	229.20317	239.97372	229.20317	251.177745	21.9745753	9.57401625	0	2217.63	0	0	3
675	16	0	1.6875	228.526756	239.407445	228.526756	250.535883	22.0091275	9.51039721	0	2223.11	0	0	3
680	16	0	1.7	227.836698	238.839966	227.836698	249.91159	22.0748916	9.48127877	0	2228.63	0	0	3
685	17	0	1.7125	227.143538	238.270764	227.143538	249.302686	22.1591482	9.48127877	0	2233.97	0	0	3
690	17	0	1.725	226.459326	237.69968	226.459326	248.706441	22.2471153	9.48127877	0	2239.14	0	0	3
695	17	0	1.7375	225.803534	237.127108	225.803534	248.121048	22.3175146	9.48127877	0	2244.25	0	0	3
700	17	0	1.75	225.189378	236.553816	225.189378	247.542116	22.3527377	9.48127877	0	2249.23	0	0	3
705	17	0	1.7625	224.619267	235.980745	224.619267	246.972041	22.3527739	9.48127877	0	2254.04	0	0	3
710	17	0	1.775	224.0834	235.408529	224.0834	246.413399	22.3299992	9.48127877	0	2258.66	0	0	3
715	17	0	1.7875	223.569177	234.837423	223.569177	245.858944	22.2897662	9.48127877	0	2263.12	0	0	3
720	18	0	1.8	223.074326	234.267808	223.074326	245.297399	22.2230736	9.48127877	0	2267.49	0	0	3
725	18	0	1.8125	222.612352	233.700681	222.612352	244.723399	22.111047	9.48127877	0	2271.79	0	0	3
730	18	0	1.825	222.198782	233.137566	222.198782	244.144108	21.9453257	9.48127877	0	2275.96	0	0	3
735	18	0	1.8375	221.829147	232.579692	221.829147	243.565797	21.7366494	9.48127877	0	2280.03	0	0	3
740	18	0	1.85	221.462489	232.027109	221.462489	242.990304	21.5278158	9.48127877	0	2284.22	0	0	3
745	18	0	1.8625	221.069067	231.479078	221.069067	242.4178	21.3487328	9.48127877	0	2289.18	0	0	3
750	18	0	1.875	220.6511	230.934911	220.6511	241.846046	21.1949462	9.48127877	0	2294.08	0	0	3
755	18	0	1.8875	220.231169	230.394539	220.231169	241.28068	21.0495103	9.48127877	0	2297.84	0	0	3
760	18	0	1.9	219.821392	229.858057	219.821392	240.71272	20.8913273	9.48127877	0	2300.98	0	0	3
765	19	0	1.9125	219.419223	229.325719	219.419223	240.138418	20.7191951	9.48127877	0	2304.74	0	0	3
770	19	0	1.925	219.024082	228.797861	219.024082	239.563211	20.5391283	9.48127877	0	2308.62	0	0	3
775	19	0	1.9375	218.64059	228.274795	218.64059	238.989611	20.349021	9.48127877	0	2312.47	0	0	3
780	19	0	1.95	218.258908	227.756528	218.258908	238.413788	20.1548797	9.48127877	0	2316.24	0	0	3
785	19	0	1.9625	217.879315	227.243166	217.879315	237.842432	19.9631172	9.48127877	0	2319.85	0	0	3
790	19	0	1.975	217.502525	226.734668	217.502525	237.279787	19.777262	9.48127877	0	2323.31	0	0	3
795	19	0	1.9875	217.128021	226.230874	217.128021	236.72194	19.5939188	9.48127877	0	2326.69	0	0	3
800	19	0	2	216.755552	225.731715	216.755552	236.166728	19.4111761	9.48127877	0	2330.03	0	0	3
805	19	0	2.0125	216.387835	225.237242	216.387835	235.614703	19.2268672	9.48127877	0	2333.33	0	0	3
810	20	0	2.025	216.02384	224.747471	216.02384	235.069018	19.0451777	9.48127877	0	2336.59	0	0	3
815	20	0	2.0375	215.666956	224.262419	215.666956	234.530587	18.8636306	9.48127877	0	2340.1	0	0	3
820	20	0	2.05	215.325627	224.044449	215.325627	234.530587	19.2049599	9.48127877	0	2343.37	0	0	3
